1,1,3000,
2,1,3000,
3,1,3000,
4,1,3000,
5,1,3000,
6,1,3000,
7,1,3000,
8,1,3000,
9,1,3000,
10,1,3000,
11,2,3000,
12,2,3000,
13,2,3000,
14,2,3000,
15,2,3000,
16,2,3001,
17,2,3001,
18,2,3001,
19,2,3001,
20,2,3001,
21,3,3001,
22,3,3001,
23,4,3001,
24,4,3001,
25,5,3001,
26,6,3001,
27,7,3001,
28,7,3001,
29,8,3001,
30,8,3001,
31,9,3001,
32,10,3001,
33,11,3001,
34,11,3002,
35,11,3002,
36,12,3002,
37,12,3002,
38,12,3002,
39,13,3002,
40,14,3002,
41,14,3002,
42,15,3002,
43,15,3002,
44,15,3002,
45,16,3002,
46,16,3002,
47,17,3002,
48,17,3002,
49,17,3002,
50,18,3002,
51,18,3003,
52,18,3003,
53,18,3003,
54,19,3003,
55,19,3003,
56,19,3003,
57,19,3003,
58,20,3003,
59,20,3003,
60,20,3003,
61,21,3003,
62,21,3003,
63,21,3003,
64,22,3003,
65,22,3003,
66,22,3003,
67,23,3003,
68,23,3004,
69,23,3004,
70,24,3004,
71,24,3004,
72,24,3004,
73,24,3004,
74,25,3004,
75,25,3004,
76,25,3004,
77,25,3004,
78,26,3004,
79,26,3004,
80,26,3004,
81,26,3004,
82,26,3004,
83,27,3004,
84,27,3004,
85,27,3005,
86,27,3005,
87,27,3005,
88,28,3005,
89,28,3005,
90,28,3005,
91,28,3005,
92,28,3005,
93,28,3005,
94,29,3005,
95,29,3005,
96,29,3005,
97,29,3005,
98,29,3005,
99,30,3005,
100,30,3005,
101,30,3005,
102,30,3006,
103,31,3006,
104,32,3006,
105,32,3006,
106,32,3006,
107,33,3006,
108,33,3006,
109,34,3006,
110,34,3006,
111,34,3006,
112,34,3006,
113,35,3006,
114,35,3006,
115,35,3006,
116,35,3006,
117,36,3006,
118,36,3006,
119,36,3007,
120,36,3007,
121,37,3007,
122,37,3007,
123,37,3007,
124,37,3007,
125,38,3007,
126,38,3007,
127,38,3007,
128,38,3007,
129,39,3007,
130,39,3007,
131,39,3007,
132,39,3007,
133,40,3007,
134,40,3007,
135,40,3008,
136,41,3008,
137,41,3008,
138,41,3008,
139,42,3008,
140,42,3008,
141,42,3008,
142,43,3008,
143,43,3008,
144,43,3008,
145,44,3008,
146,44,3008,
147,44,3008,
148,45,3008,
149,45,3008,
150,45,3008,
151,46,3008,
152,46,3009,
153,46,3009,
154,47,3009,
155,47,3009,
156,47,3009,
157,47,3009,
158,48,3009,
159,48,3009,
160,48,3009,
161,48,3009,
162,49,3009,
163,49,3009,
164,49,3009,
165,49,3009,
166,50,3009,
167,50,3009,
168,50,3009,
169,51,3009,
170,51,3010,
171,51,3010,
172,52,3010,
173,52,3010,
174,52,3010,
175,53,3010,
176,53,3010,
177,53,3010,
178,54,3010,
179,54,3010,
180,54,3010,
181,55,3010,
182,55,3010,
183,55,3010,
184,56,3010,
185,56,3010,
186,56,3010,
187,57,3011,
188,57,3011,
189,57,3011,
190,57,3011,
191,58,3011,
192,58,3011,
193,58,3011,
194,59,3011,
195,59,3011,
196,59,3011,
197,60,3011,
198,60,3011,
199,60,3011,
200,61,3011,
201,61,3011,
202,61,3011,
203,61,3012,
204,61,3012,
205,61,3012,
206,61,3012,
207,61,3012,
208,61,3012,
209,61,3012,
210,61,3012,
211,61,3012,
212,61,3012,
213,61,3012,
214,61,3012,
215,61,3012,
216,62,3012,
217,62,3012,
218,62,3013,
219,63,3013,
220,63,3013,
221,63,3013,
222,63,3013,
223,64,3013,
224,64,3013,
225,64,3013,
226,64,3013,
227,65,3013,
228,65,3013,
229,65,3013,
230,65,3013,
231,66,3013,
232,66,3013,
233,66,3013,
234,67,3013,
235,67,3014,
236,67,3014,
237,68,3014,
238,68,3014,
239,68,3014,
240,68,3014,
241,69,3014,
242,69,3014,
243,69,3014,
244,70,3014,
245,70,3014,
246,70,3014,
247,71,3014,
248,71,3014,
249,71,3014,
